test_num,ts_history_size,ts_distances_increase,ts_price_point_percentage,net_benefits,final_balance,initial_deposit,test_years,total_transactions,benefit_factor,expected_benefit,dd_amount,dd_percent,total_profit_percent,avg_year_profit_percent,avg_year_profit_vs_dd_ratio
71,30,0.3,0.1,-3295.61,11704.39,15000.00,3,184,0.69,-17.91,3826.62,25.18,-21.97,-7.94,-0.32
72,35,0.3,0.1,-3295.87,11704.13,15000.00,3,184,0.69,-17.91,3826.88,25.18,-21.97,-7.94,-0.32
73,40,0.3,0.1,-3295.93,11704.07,15000.00,3,184,0.69,-17.91,3826.93,25.18,-21.97,-7.94,-0.32
74,45,0.3,0.1,-3295.85,11704.15,15000.00,3,184,0.69,-17.91,3826.85,25.18,-21.97,-7.94,-0.32
75,50,0.3,0.1,-3296.40,11703.60,15000.00,3,184,0.69,-17.92,3827.51,25.19,-21.98,-7.94,-0.32
76,55,0.3,0.1,-3296.83,11703.17,15000.00,3,184,0.69,-17.92,3828.00,25.19,-21.98,-7.94,-0.32
77,60,0.3,0.1,-3297.24,11702.76,15000.00,3,184,0.69,-17.92,3828.51,25.19,-21.98,-7.94,-0.32
78,65,0.3,0.1,-3297.91,11702.09,15000.00,3,184,0.69,-17.92,3829.31,25.20,-21.99,-7.94,-0.32
79,70,0.3,0.1,-3298.55,11701.45,15000.00,3,184,0.69,-17.93,3829.97,25.20,-21.99,-7.94,-0.32
80,75,0.3,0.1,-3298.12,11701.88,15000.00,3,184,0.69,-17.92,3829.49,25.20,-21.99,-7.94,-0.32
81,80,0.3,0.1,-3297.98,11702.02,15000.00,3,184,0.69,-17.92,3829.28,25.20,-21.99,-7.94,-0.32
82,85,0.3,0.1,-3297.67,11702.33,15000.00,3,184,0.69,-17.92,3828.97,25.20,-21.98,-7.94,-0.32
83,90,0.3,0.1,-3297.88,11702.12,15000.00,3,184,0.69,-17.92,3829.20,25.20,-21.99,-7.94,-0.32
84,95,0.3,0.1,-3298.04,11701.96,15000.00,3,184,0.69,-17.92,3829.35,25.20,-21.99,-7.94,-0.32
85,100,0.3,0.1,-3298.04,11701.96,15000.00,3,184,0.69,-17.92,3829.39,25.20,-21.99,-7.94,-0.32
86,20,0.35,0.1,-3298.36,11701.64,15000.00,3,184,0.69,-17.93,3829.76,25.20,-21.99,-7.94,-0.32
87,25,0.35,0.1,-3298.60,11701.40,15000.00,3,184,0.69,-17.93,3830.04,25.20,-21.99,-7.94,-0.32
88,30,0.35,0.1,-3298.86,11701.14,15000.00,3,184,0.69,-17.93,3830.31,25.20,-21.99,-7.95,-0.32
89,35,0.35,0.1,-3298.58,11701.42,15000.00,3,184,0.69,-17.93,3830.00,25.20,-21.99,-7.94,-0.32
90,40,0.35,0.1,-3298.61,11701.39,15000.00,3,184,0.69,-17.93,3830.05,25.20,-21.99,-7.94,-0.32
91,45,0.35,0.1,-3298.54,11701.46,15000.00,3,184,0.69,-17.93,3829.97,25.20,-21.99,-7.94,-0.32
92,50,0.35,0.1,-3298.12,11701.88,15000.00,3,184,0.69,-17.92,3829.49,25.20,-21.99,-7.94,-0.32
93,55,0.35,0.1,-3298.05,11701.95,15000.00,3,184,0.69,-17.92,3829.47,25.20,-21.99,-7.94,-0.32
94,60,0.35,0.1,-3297.90,11702.10,15000.00,3,184,0.69,-17.92,3829.24,25.20,-21.99,-7.94,-0.32
95,65,0.35,0.1,-3297.98,11702.02,15000.00,3,184,0.69,-17.92,3829.33,25.20,-21.99,-7.94,-0.32
96,70,0.35,0.1,-3297.99,11702.01,15000.00,3,184,0.69,-17.92,3829.33,25.20,-21.99,-7.94,-0.32
97,75,0.35,0.1,-3297.99,11702.01,15000.00,3,184,0.69,-17.92,3829.33,25.20,-21.99,-7.94,-0.32
98,80,0.35,0.1,-3298.14,11701.86,15000.00,3,184,0.69,-17.92,3829.52,25.20,-21.99,-7.94,-0.32
99,85,0.35,0.1,-3298.20,11701.80,15000.00,3,184,0.69,-17.92,3829.56,25.20,-21.99,-7.94,-0.32
100,90,0.35,0.1,-3297.97,11702.03,15000.00,3,184,0.69,-17.92,3829.29,25.20,-21.99,-7.94,-0.32
101,95,0.35,0.1,-3297.76,11702.24,15000.00,3,184,0.69,-17.92,3829.07,25.20,-21.99,-7.94,-0.32
102,100,0.35,0.1,-3297.59,11702.41,15000.00,3,184,0.69,-17.92,3828.88,25.19,-21.98,-7.94,-0.32
103,20,0.4,0.1,-3297.75,11702.25,15000.00,3,184,0.69,-17.92,3829.07,25.20,-21.98,-7.94,-0.32
104,25,0.4,0.1,-3297.92,11702.08,15000.00,3,184,0.69,-17.92,3829.23,25.20,-21.99,-7.94,-0.32
105,30,0.4,0.1,-3297.79,11702.21,15000.00,3,184,0.69,-17.92,3829.09,25.20,-21.99,-7.94,-0.32
106,35,0.4,0.1,-3297.57,11702.43,15000.00,3,184,0.69,-17.92,3828.87,25.19,-21.98,-7.94,-0.32
107,40,0.4,0.1,-3297.73,11702.27,15000.00,3,184,0.69,-17.92,3829.04,25.20,-21.98,-7.94,-0.32
108,45,0.4,0.1,-3297.72,11702.28,15000.00,3,184,0.69,-17.92,3829.04,25.20,-21.98,-7.94,-0.32
109,50,0.4,0.1,-3297.87,11702.13,15000.00,3,184,0.69,-17.92,3829.19,25.20,-21.99,-7.94,-0.32
110,55,0.4,0.1,-3297.73,11702.27,15000.00,3,184,0.69,-17.92,3829.04,25.20,-21.98,-7.94,-0.32
111,60,0.4,0.1,-3297.80,11702.20,15000.00,3,184,0.69,-17.92,3829.11,25.20,-21.99,-7.94,-0.32
112,65,0.4,0.1,-3297.79,11702.21,15000.00,3,184,0.69,-17.92,3829.12,25.20,-21.99,-7.94,-0.32
113,70,0.4,0.1,-3297.70,11702.30,15000.00,3,184,0.69,-17.92,3829.04,25.20,-21.98,-7.94,-0.32
114,75,0.4,0.1,-3298.00,11702.00,15000.00,3,184,0.69,-17.92,3829.33,25.20,-21.99,-7.94,-0.32
115,80,0.4,0.1,-3297.78,11702.22,15000.00,3,184,0.69,-17.92,3829.08,25.20,-21.99,-7.94,-0.32
116,85,0.4,0.1,-3297.42,11702.58,15000.00,3,184,0.69,-17.92,3828.72,25.19,-21.98,-7.94,-0.32
117,90,0.4,0.1,-3297.61,11702.39,15000.00,3,184,0.69,-17.92,3828.89,25.19,-21.98,-7.94,-0.32
118,95,0.4,0.1,-3297.54,11702.46,15000.00,3,184,0.69,-17.92,3828.84,25.19,-21.98,-7.94,-0.32
119,100,0.4,0.1,-3297.79,11702.21,15000.00,3,184,0.69,-17.92,3829.12,25.20,-21.99,-7.94,-0.32
120,20,0.45,0.1,-3297.89,11702.11,15000.00,3,184,0.69,-17.92,3829.23,25.20,-21.99,-7.94,-0.32
121,25,0.45,0.1,-3298.08,11701.92,15000.00,3,184,0.69,-17.92,3829.44,25.20,-21.99,-7.94,-0.32
122,30,0.45,0.1,-3298.13,11701.87,15000.00,3,184,0.69,-17.92,3829.52,25.20,-21.99,-7.94,-0.32
123,35,0.45,0.1,-3298.35,11701.65,15000.00,3,184,0.69,-17.93,3829.77,25.20,-21.99,-7.94,-0.32
124,40,0.45,0.1,-3298.22,11701.78,15000.00,3,184,0.69,-17.93,3829.65,25.20,-21.99,-7.94,-0.32
125,45,0.45,0.1,-3298.29,11701.71,15000.00,3,184,0.69,-17.93,3829.72,25.20,-21.99,-7.94,-0.32
126,50,0.45,0.1,-3298.49,11701.51,15000.00,3,184,0.69,-17.93,3829.91,25.20,-21.99,-7.94,-0.32
127,55,0.45,0.1,-3298.23,11701.77,15000.00,3,184,0.69,-17.93,3829.66,25.20,-21.99,-7.94,-0.32
128,60,0.45,0.1,-3298.46,11701.54,15000.00,3,184,0.69,-17.93,3829.88,25.20,-21.99,-7.94,-0.32
129,65,0.45,0.1,-3298.20,11701.80,15000.00,3,184,0.69,-17.92,3829.64,25.20,-21.99,-7.94,-0.32
130,70,0.45,0.1,-3297.91,11702.09,15000.00,3,184,0.69,-17.92,3829.29,25.20,-21.99,-7.94,-0.32
131,75,0.45,0.1,-3297.70,11702.30,15000.00,3,184,0.69,-17.92,3829.01,25.20,-21.98,-7.94,-0.32
132,80,0.45,0.1,-3297.79,11702.21,15000.00,3,184,0.69,-17.92,3829.14,25.20,-21.99,-7.94,-0.32
133,85,0.45,0.1,-3297.91,11702.09,15000.00,3,184,0.69,-17.92,3829.26,25.20,-21.99,-7.94,-0.32
134,90,0.45,0.1,-3298.15,11701.85,15000.00,3,184,0.69,-17.92,3829.48,25.20,-21.99,-7.94,-0.32
135,95,0.45,0.1,-3298.24,11701.76,15000.00,3,184,0.69,-17.93,3829.58,25.20,-21.99,-7.94,-0.32
136,100,0.45,0.1,-3297.86,11702.14,15000.00,3,184,0.69,-17.92,3829.17,25.20,-21.99,-7.94,-0.32
137,20,0.5,0.1,-3284.59,11715.41,15000.00,3,184,0.69,-17.85,3815.87,25.11,-21.90,-7.91,-0.32
138,25,0.5,0.1,-3284.53,11715.47,15000.00,3,184,0.69,-17.85,3815.85,25.11,-21.90,-7.91,-0.32
139,30,0.5,0.1,-3284.95,11715.05,15000.00,3,184,0.69,-17.85,3816.32,25.11,-21.90,-7.91,-0.32
140,35,0.5,0.1,-3285.01,11714.99,15000.00,3,184,0.69,-17.85,3816.40,25.11,-21.90,-7.91,-0.32
141,40,0.5,0.1,-3285.10,11714.90,15000.00,3,184,0.69,-17.85,3816.47,25.11,-21.90,-7.91,-0.32
142,45,0.5,0.1,-3285.09,11714.91,15000.00,3,184,0.69,-17.85,3816.47,25.11,-21.90,-7.91,-0.32
143,50,0.5,0.1,-3285.16,11714.84,15000.00,3,184,0.69,-17.85,3816.56,25.11,-21.90,-7.91,-0.32
144,55,0.5,0.1,-3284.79,11715.21,15000.00,3,184,0.69,-17.85,3816.14,25.11,-21.90,-7.91,-0.32
145,60,0.5,0.1,-3284.58,11715.42,15000.00,3,184,0.69,-17.85,3815.89,25.11,-21.90,-7.91,-0.32
146,65,0.5,0.1,-3284.79,11715.21,15000.00,3,184,0.69,-17.85,3816.17,25.11,-21.90,-7.91,-0.32
147,70,0.5,0.1,-3285.11,11714.89,15000.00,3,184,0.69,-17.85,3816.47,25.11,-21.90,-7.91,-0.32
148,75,0.5,0.1,-3285.46,11714.54,15000.00,3,184,0.69,-17.86,3816.87,25.12,-21.90,-7.91,-0.31
149,80,0.5,0.1,-3285.41,11714.59,15000.00,3,184,0.69,-17.86,3816.87,25.12,-21.90,-7.91,-0.31
150,85,0.5,0.1,-3285.66,11714.34,15000.00,3,184,0.69,-17.86,3817.11,25.12,-21.90,-7.91,-0.31
151,90,0.5,0.1,-3285.33,11714.67,15000.00,3,184,0.69,-17.86,3816.77,25.11,-21.90,-7.91,-0.32
152,95,0.5,0.1,-3285.19,11714.81,15000.00,3,184,0.69,-17.85,3816.63,25.11,-21.90,-7.91,-0.32
153,100,0.5,0.1,-3285.36,11714.64,15000.00,3,184,0.69,-17.86,3816.77,25.12,-21.90,-7.91,-0.31
154,20,0.1,0.15,-5704.61,9295.39,15000.00,3,1269,0.92,-4.50,8982.92,49.15,-38.03,-14.74,-0.30
155,25,0.1,0.15,-5740.83,9259.17,15000.00,3,1269,0.92,-4.52,8980.93,49.24,-38.27,-14.85,-0.30
156,30,0.1,0.15,-5765.24,9234.76,15000.00,3,1269,0.92,-4.54,8959.94,49.24,-38.43,-14.93,-0.30
157,35,0.1,0.15,-5761.95,9238.05,15000.00,3,1269,0.92,-4.54,8955.87,49.22,-38.41,-14.92,-0.30
158,40,0.1,0.15,-5761.06,9238.94,15000.00,3,1269,0.92,-4.54,8953.04,49.21,-38.41,-14.92,-0.30
159,45,0.1,0.15,-5757.92,9242.08,15000.00,3,1269,0.92,-4.54,8946.44,49.19,-38.39,-14.91,-0.30
160,50,0.1,0.15,-5757.04,9242.96,15000.00,3,1269,0.92,-4.54,8942.37,49.17,-38.38,-14.90,-0.30
161,55,0.1,0.15,-5755.90,9244.10,15000.00,3,1269,0.92,-4.54,8942.87,49.17,-38.37,-14.90,-0.30
162,60,0.1,0.15,-5758.11,9241.89,15000.00,3,1269,0.92,-4.54,8946.80,49.19,-38.39,-14.91,-0.30
163,65,0.1,0.15,-5757.84,9242.16,15000.00,3,1269,0.92,-4.54,8946.74,49.19,-38.39,-14.91,-0.30
164,70,0.1,0.15,-5758.87,9241.13,15000.00,3,1269,0.92,-4.54,8948.36,49.20,-38.39,-14.91,-0.30
165,75,0.1,0.15,-5759.23,9240.77,15000.00,3,1269,0.92,-4.54,8949.25,49.20,-38.39,-14.91,-0.30
166,80,0.1,0.15,-5755.89,9244.11,15000.00,3,1269,0.92,-4.54,8946.26,49.18,-38.37,-14.90,-0.30
167,85,0.1,0.15,-5757.96,9242.04,15000.00,3,1269,0.92,-4.54,8946.37,49.19,-38.39,-14.91,-0.30
168,90,0.1,0.15,-5754.92,9245.08,15000.00,3,1269,0.92,-4.54,8943.00,49.17,-38.37,-14.90,-0.30
169,95,0.1,0.15,-5756.19,9243.81,15000.00,3,1269,0.92,-4.54,8943.79,49.18,-38.37,-14.90,-0.30
170,100,0.1,0.15,-5757.39,9242.61,15000.00,3,1269,0.92,-4.54,8945.12,49.18,-38.38,-14.91,-0.30
171,20,0.15,0.15,-5915.53,9084.47,15000.00,3,1269,0.92,-4.66,8963.65,49.67,-39.44,-15.39,-0.31
172,25,0.15,0.15,-5990.07,9009.93,15000.00,3,1269,0.92,-4.72,8975.18,49.90,-39.93,-15.63,-0.31
173,30,0.15,0.15,-6061.12,8938.88,15000.00,3,1269,0.92,-4.78,8990.23,50.14,-40.41,-15.85,-0.32
174,35,0.15,0.15,-6062.76,8937.24,15000.00,3,1269,0.92,-4.78,8992.67,50.15,-40.42,-15.85,-0.32
175,40,0.15,0.15,-6061.71,8938.29,15000.00,3,1269,0.92,-4.78,8990.79,50.15,-40.41,-15.85,-0.32
176,45,0.15,0.15,-6061.25,8938.75,15000.00,3,1269,0.92,-4.78,8991.63,50.15,-40.41,-15.85,-0.32
177,50,0.15,0.15,-6070.80,8929.20,15000.00,3,1269,0.92,-4.78,8989.69,50.17,-40.47,-15.88,-0.32
178,55,0.15,0.15,-6058.79,8941.21,15000.00,3,1269,0.92,-4.77,8981.23,50.11,-40.39,-15.84,-0.32
179,60,0.15,0.15,-6060.79,8939.21,15000.00,3,1269,0.92,-4.78,8987.66,50.14,-40.41,-15.85,-0.32
180,65,0.15,0.15,-6060.23,8939.77,15000.00,3,1269,0.92,-4.78,8988.22,50.14,-40.40,-15.85,-0.32
181,70,0.15,0.15,-6058.50,8941.50,15000.00,3,1269,0.92,-4.77,8984.99,50.12,-40.39,-15.84,-0.32
182,75,0.15,0.15,-6060.03,8939.97,15000.00,3,1269,0.92,-4.78,8986.37,50.13,-40.40,-15.84,-0.32
183,80,0.15,0.15,-6057.75,8942.25,15000.00,3,1269,0.92,-4.77,8986.34,50.12,-40.38,-15.84,-0.32
184,85,0.15,0.15,-6059.82,8940.18,15000.00,3,1269,0.92,-4.78,8987.04,50.13,-40.40,-15.84,-0.32
185,90,0.15,0.15,-6062.14,8937.86,15000.00,3,1269,0.92,-4.78,8991.54,50.15,-40.41,-15.85,-0.32
186,95,0.15,0.15,-6062.56,8937.44,15000.00,3,1269,0.92,-4.78,8992.93,50.15,-40.42,-15.85,-0.32
187,100,0.15,0.15,-6067.19,8932.81,15000.00,3,1269,0.92,-4.78,8997.31,50.18,-40.45,-15.87,-0.32
188,20,0.2,0.15,-6219.90,8780.10,15000.00,3,1265,0.91,-4.92,8744.09,49.90,-41.47,-16.35,-0.33
189,25,0.2,0.15,-6259.43,8740.57,15000.00,3,1265,0.91,-4.95,8713.15,49.92,-41.73,-16.48,-0.33
190,30,0.2,0.15,-6284.74,8715.26,15000.00,3,1265,0.91,-4.97,8710.97,49.99,-41.90,-16.56,-0.33
191,35,0.2,0.15,-6289.93,8710.07,15000.00,3,1265,0.91,-4.97,8717.79,50.02,-41.93,-16.57,-0.33
192,40,0.2,0.15,-6299.63,8700.37,15000.00,3,1265,0.91,-4.98,8734.23,50.10,-42.00,-16.60,-0.33
193,45,0.2,0.15,-6299.14,8700.86,15000.00,3,1265,0.91,-4.98,8731.51,50.09,-41.99,-16.60,-0.33
194,50,0.2,0.15,-6301.88,8698.12,15000.00,3,1265,0.91,-4.98,8738.20,50.11,-42.01,-16.61,-0.33
195,55,0.2,0.15,-6265.18,8734.82,15000.00,3,1265,0.92,-4.95,8707.50,49.92,-41.77,-16.49,-0.33
196,60,0.2,0.15,-6267.61,8732.39,15000.00,3,1265,0.91,-4.95,8702.46,49.91,-41.78,-16.50,-0.33
197,65,0.2,0.15,-6265.28,8734.72,15000.00,3,1265,0.92,-4.95,8700.31,49.90,-41.77,-16.49,-0.33
198,70,0.2,0.15,-6266.44,8733.56,15000.00,3,1265,0.92,-4.95,8701.92,49.91,-41.78,-16.50,-0.33
199,75,0.2,0.15,-6303.89,8696.11,15000.00,3,1265,0.91,-4.98,8734.08,50.11,-42.03,-16.62,-0.33
200,80,0.2,0.15,-6300.10,8699.90,15000.00,3,1265,0.91,-4.98,8733.36,50.10,-42.00,-16.60,-0.33
201,85,0.2,0.15,-6298.57,8701.43,15000.00,3,1265,0.91,-4.98,8734.56,50.09,-41.99,-16.60,-0.33
202,90,0.2,0.15,-6303.48,8696.52,15000.00,3,1265,0.91,-4.98,8733.64,50.11,-42.02,-16.62,-0.33
203,95,0.2,0.15,-6302.87,8697.13,15000.00,3,1265,0.91,-4.98,8730.27,50.10,-42.02,-16.61,-0.33
204,100,0.2,0.15,-6297.08,8702.92,15000.00,3,1265,0.91,-4.98,8729.55,50.08,-41.98,-16.60,-0.33
205,20,0.25,0.15,-6315.87,8684.13,15000.00,3,1265,0.91,-4.99,8746.74,50.18,-42.11,-16.66,-0.33
206,25,0.25,0.15,-6350.90,8649.10,15000.00,3,1265,0.91,-5.02,8722.80,50.21,-42.34,-16.77,-0.33
207,30,0.25,0.15,-6361.68,8638.32,15000.00,3,1265,0.91,-5.03,8691.15,50.15,-42.41,-16.80,-0.33
208,35,0.25,0.15,-6362.18,8637.82,15000.00,3,1265,0.91,-5.03,8691.38,50.15,-42.41,-16.80,-0.33
209,40,0.25,0.15,-6361.28,8638.72,15000.00,3,1265,0.91,-5.03,8688.07,50.14,-42.41,-16.80,-0.34
210,45,0.25,0.15,-6363.28,8636.72,15000.00,3,1265,0.91,-5.03,8690.26,50.15,-42.42,-16.81,-0.34
211,50,0.25,0.15,-6363.89,8636.11,15000.00,3,1265,0.91,-5.03,8691.61,50.16,-42.43,-16.81,-0.34
212,55,0.25,0.15,-6364.66,8635.34,15000.00,3,1265,0.91,-5.03,8694.00,50.17,-42.43,-16.81,-0.34
213,60,0.25,0.15,-6364.73,8635.27,15000.00,3,1265,0.91,-5.03,8693.81,50.17,-42.43,-16.81,-0.34
214,65,0.25,0.15,-6365.63,8634.37,15000.00,3,1265,0.91,-5.03,8694.88,50.17,-42.44,-16.81,-0.34
215,70,0.25,0.15,-6357.39,8642.61,15000.00,3,1265,0.91,-5.03,8688.45,50.13,-42.38,-16.79,-0.33
216,75,0.25,0.15,-6359.09,8640.91,15000.00,3,1265,0.91,-5.03,8687.57,50.13,-42.39,-16.79,-0.33
217,80,0.25,0.15,-6363.58,8636.42,15000.00,3,1265,0.91,-5.03,8691.64,50.16,-42.42,-16.81,-0.34
218,85,0.25,0.15,-6362.47,8637.53,15000.00,3,1265,0.91,-5.03,8690.60,50.15,-42.42,-16.80,-0.33
219,90,0.25,0.15,-6364.61,8635.39,15000.00,3,1265,0.91,-5.03,8691.32,50.16,-42.43,-16.81,-0.34
220,95,0.25,0.15,-6363.96,8636.04,15000.00,3,1265,0.91,-5.03,8691.47,50.16,-42.43,-16.81,-0.34
221,100,0.25,0.15,-6357.56,8642.44,15000.00,3,1265,0.91,-5.03,8688.51,50.13,-42.38,-16.79,-0.33
222,20,0.3,0.15,-6894.39,8105.61,15000.00,3,1265,0.90,-5.45,8609.43,51.51,-45.96,-18.55,-0.36
223,25,0.3,0.15,-6929.27,8070.73,15000.00,3,1265,0.90,-5.48,8597.98,51.58,-46.20,-18.67,-0.36
224,30,0.3,0.15,-6969.33,8030.67,15000.00,3,1265,0.90,-5.51,8601.56,51.72,-46.46,-18.80,-0.36
225,35,0.3,0.15,-6971.68,8028.32,15000.00,3,1265,0.90,-5.51,8603.48,51.73,-46.48,-18.81,-0.36
226,40,0.3,0.15,-6971.96,8028.04,15000.00,3,1265,0.90,-5.51,8604.63,51.73,-46.48,-18.81,-0.36
227,45,0.3,0.15,-6976.04,8023.96,15000.00,3,1265,0.90,-5.51,8605.69,51.75,-46.51,-18.82,-0.36
228,50,0.3,0.15,-6973.58,8026.42,15000.00,3,1265,0.90,-5.51,8607.18,51.75,-46.49,-18.81,-0.36
229,55,0.3,0.15,-6973.87,8026.13,15000.00,3,1265,0.90,-5.51,8608.14,51.75,-46.49,-18.82,-0.36
230,60,0.3,0.15,-6973.57,8026.43,15000.00,3,1265,0.90,-5.51,8607.95,51.75,-46.49,-18.81,-0.36
231,65,0.3,0.15,-6976.18,8023.82,15000.00,3,1265,0.90,-5.51,8611.15,51.77,-46.51,-18.82,-0.36
232,70,0.3,0.15,-6978.27,8021.73,15000.00,3,1265,0.90,-5.52,8609.17,51.77,-46.52,-18.83,-0.36
233,75,0.3,0.15,-6979.59,8020.41,15000.00,3,1265,0.90,-5.52,8610.64,51.77,-46.53,-18.84,-0.36
234,80,0.3,0.15,-6979.95,8020.05,15000.00,3,1265,0.90,-5.52,8611.35,51.78,-46.53,-18.84,-0.36
235,85,0.3,0.15,-6979.57,8020.43,15000.00,3,1265,0.90,-5.52,8611.12,51.78,-46.53,-18.83,-0.36
236,90,0.3,0.15,-6980.31,8019.69,15000.00,3,1265,0.90,-5.52,8612.16,51.78,-46.54,-18.84,-0.36
237,95,0.3,0.15,-6979.37,8020.63,15000.00,3,1265,0.90,-5.52,8609.88,51.77,-46.53,-18.83,-0.36
238,100,0.3,0.15,-6976.56,8023.44,15000.00,3,1265,0.90,-5.52,8611.74,51.77,-46.51,-18.82,-0.36
239,20,0.35,0.15,-7437.11,7562.89,15000.00,3,1264,0.90,-5.88,8765.99,53.68,-49.58,-20.41,-0.38
240,25,0.35,0.15,-7480.26,7519.74,15000.00,3,1264,0.90,-5.92,8754.16,53.79,-49.87,-20.56,-0.38
241,30,0.35,0.15,-7516.46,7483.54,15000.00,3,1264,0.90,-5.95,8752.32,53.91,-50.11,-20.69,-0.38
242,35,0.35,0.15,-7514.81,7485.19,15000.00,3,1264,0.90,-5.95,8750.84,53.90,-50.10,-20.68,-0.38
243,40,0.35,0.15,-7511.88,7488.12,15000.00,3,1264,0.90,-5.94,8748.03,53.88,-50.08,-20.67,-0.38
244,45,0.35,0.15,-7513.14,7486.86,15000.00,3,1264,0.90,-5.94,8748.96,53.89,-50.09,-20.68,-0.38
245,50,0.35,0.15,-7512.91,7487.09,15000.00,3,1264,0.90,-5.94,8750.10,53.89,-50.09,-20.68,-0.38
246,55,0.35,0.15,-7513.72,7486.28,15000.00,3,1264,0.90,-5.94,8751.76,53.90,-50.09,-20.68,-0.38
247,60,0.35,0.15,-7514.00,7486.00,15000.00,3,1264,0.90,-5.94,8750.58,53.89,-50.09,-20.68,-0.38
248,65,0.35,0.15,-7515.25,7484.75,15000.00,3,1264,0.90,-5.95,8753.54,53.91,-50.10,-20.68,-0.38
249,70,0.35,0.15,-7516.49,7483.51,15000.00,3,1264,0.90,-5.95,8754.91,53.91,-50.11,-20.69,-0.38
250,75,0.35,0.15,-7518.77,7481.23,15000.00,3,1264,0.90,-5.95,8756.54,53.93,-50.13,-20.70,-0.38
251,80,0.35,0.15,-7516.56,7483.44,15000.00,3,1264,0.90,-5.95,8753.54,53.91,-50.11,-20.69,-0.38
252,85,0.35,0.15,-7517.03,7482.97,15000.00,3,1264,0.90,-5.95,8756.41,53.92,-50.11,-20.69,-0.38
253,90,0.35,0.15,-7519.43,7480.57,15000.00,3,1264,0.90,-5.95,8757.39,53.93,-50.13,-20.70,-0.38
254,95,0.35,0.15,-7518.58,7481.42,15000.00,3,1264,0.90,-5.95,8756.49,53.93,-50.12,-20.70,-0.38
255,100,0.35,0.15,-7519.47,7480.53,15000.00,3,1264,0.90,-5.95,8757.23,53.93,-50.13,-20.70,-0.38
256,20,0.4,0.15,-3392.01,11607.99,15000.00,3,1263,0.95,-2.69,4663.61,31.09,-22.61,-8.19,-0.26
257,25,0.4,0.15,-3421.11,11578.89,15000.00,3,1263,0.95,-2.71,4688.33,31.25,-22.81,-8.27,-0.26
258,30,0.4,0.15,-3461.79,11538.21,15000.00,3,1263,0.95,-2.74,4720.59,31.47,-23.08,-8.37,-0.27
259,35,0.4,0.15,-3462.02,11537.98,15000.00,3,1263,0.95,-2.74,4720.68,31.47,-23.08,-8.38,-0.27
260,40,0.4,0.15,-3462.50,11537.50,15000.00,3,1263,0.95,-2.74,4721.24,31.47,-23.08,-8.38,-0.27
261,45,0.4,0.15,-3462.34,11537.66,15000.00,3,1263,0.95,-2.74,4721.83,31.48,-23.08,-8.38,-0.27
262,50,0.4,0.15,-3461.60,11538.40,15000.00,3,1263,0.95,-2.74,4720.14,31.46,-23.08,-8.37,-0.27
263,55,0.4,0.15,-3461.19,11538.81,15000.00,3,1263,0.95,-2.74,4719.82,31.46,-23.07,-8.37,-0.27
264,60,0.4,0.15,-3461.65,11538.35,15000.00,3,1263,0.95,-2.74,4719.56,31.46,-23.08,-8.37,-0.27
265,65,0.4,0.15,-3461.36,11538.64,15000.00,3,1263,0.95,-2.74,4719.85,31.46,-23.08,-8.37,-0.27
266,70,0.4,0.15,-3461.31,11538.69,15000.00,3,1263,0.95,-2.74,4719.78,31.46,-23.08,-8.37,-0.27
267,75,0.4,0.15,-3461.98,11538.02,15000.00,3,1263,0.95,-2.74,4720.47,31.47,-23.08,-8.38,-0.27
268,80,0.4,0.15,-3461.58,11538.42,15000.00,3,1263,0.95,-2.74,4720.18,31.46,-23.08,-8.37,-0.27
269,85,0.4,0.15,-3461.79,11538.21,15000.00,3,1263,0.95,-2.74,4720.19,31.46,-23.08,-8.37,-0.27
270,90,0.4,0.15,-3461.98,11538.02,15000.00,3,1263,0.95,-2.74,4720.52,31.47,-23.08,-8.38,-0.27
271,95,0.4,0.15,-3462.47,11537.53,15000.00,3,1263,0.95,-2.74,4720.82,31.47,-23.08,-8.38,-0.27
272,100,0.4,0.15,-3461.70,11538.30,15000.00,3,1263,0.95,-2.74,4720.33,31.47,-23.08,-8.37,-0.27
273,20,0.45,0.15,-3840.93,11159.07,15000.00,3,1263,0.94,-3.04,4947.47,32.98,-25.61,-9.39,-0.28
274,25,0.45,0.15,-7657.17,7342.83,15000.00,3,1264,0.89,-6.06,8034.19,52.25,-51.05,-21.19,-0.41
275,30,0.45,0.15,-7694.62,7305.38,15000.00,3,1264,0.89,-6.09,8038.54,52.39,-51.30,-21.32,-0.41
276,35,0.45,0.15,-7695.30,7304.70,15000.00,3,1264,0.89,-6.09,8038.39,52.39,-51.30,-21.32,-0.41
277,40,0.45,0.15,-7695.62,7304.38,15000.00,3,1264,0.89,-6.09,8039.61,52.40,-51.30,-21.33,-0.41
278,45,0.45,0.15,-7696.80,7303.20,15000.00,3,1264,0.89,-6.09,8037.49,52.39,-51.31,-21.33,-0.41
279,50,0.45,0.15,-7694.47,7305.53,15000.00,3,1264,0.89,-6.09,8037.76,52.39,-51.30,-21.32,-0.41
280,55,0.45,0.15,-7693.98,7306.02,15000.00,3,1264,0.89,-6.09,8037.51,52.38,-51.29,-21.32,-0.41
281,60,0.45,0.15,-7693.38,7306.62,15000.00,3,1264,0.89,-6.09,8036.74,52.38,-51.29,-21.32,-0.41
